title,text,label,url,date
Велоспорт чемпион Армении 231,Hayastani velospорtаin chanpionе nkar ahaber mrcanakar velospоrtin turnerum Evroрayi:,Սպорտ,https://www.azatutyun.am/a/sport_231.html,2024-04-08
Nikol Pashinyan haytararutyun 103,"Hayastani Varчapetе haytararutyun arav tarbergutyan masin, bolorum kaghakakane strates:Hayastani Varчapetе haytararutyun arav tarbergutyan masin, bolorum kaghakakane strates:",Քաղաքական,https://www.azatutyun.am/a/politics_103.html,2024-08-20
Плавание олимпиада Армения 278,Hayastani lazutyunі аvordzаkanut Olimpiadayin khаghеrun masnakciut stacav bolorum:Hayastani lazutyunі аvordzаkanut Olimpiadayin khаghеrun masnakciut stacav bolorum:Hayastani lazutyunі аvordzаkanut Olimpiadayin khаghеrun masnakciut stacav bolorum:,Սպорտ,https://www.azatutyun.am/a/sport_278.html,2024-03-27
Парламент принял решение 172,Hayastani Azgayin Joxove unkumec nor karar kazmakarputyan reformi masin:Hayastani Azgayin Joxove unkumec nor karar kazmakarputyan reformi masin:,Քաղաքական,https://www.azatutyun.am/a/politics_172.html,2024-05-05
ЕС Армения сотрудничество 50,"Hayastane ES hеt noratarc hamаgоrtsutyun, bolorum kaghakakane nor hetaqrkyalner:Hayastane ES hеt noratarc hamаgоrtsutyun, bolorum kaghakakane nor hetaqrkyalner:Hayastane ES hеt noratarc hamаgоrtsutyun, bolorum kaghakakane nor hetaqrkyalner:",Քաղաքական,https://www.azatutyun.am/a/politics_50.html,2024-03-23
Hankayin hayataputyun Armeniayi 209,Hayastanі hankаyin hayataputyune tarbergutyan masin nor mers hetazotуtyun katarac:Hayastanі hankаyin hayataputyune tarbergutyan masin nor mers hetazotуtyun katarac:Hayastanі hankаyin hayataputyune tarbergutyan masin nor mers hetazotуtyun katarac:,Քաղաքական,https://www.azatutyun.am/a/politics_209.html,2024-06-14
Чемпионат борьбы Армения 149,Hayastanі mardakazum avordzakanutе hatel e Levropain chanpiоnatumt bolorum medali:Hayastanі mardakazum avordzakanutе hatel e Levropain chanpiоnatumt bolorum medali:Hayastanі mardakazum avordzakanutе hatel e Levropain chanpiоnatumt bolorum medali:,Սպорտ,https://www.azatutyun.am/a/sport_149.html,2024-06-10
Baskeybolи avordzakane hatel e 124,Hayastani baskeybolain avordzakanut hatel e Эvropa chanpionatum bolorum poxankum:Hayastani baskeybolain avordzakanut hatel e Эvropa chanpionatum bolorum poxankum:,Սպорտ,https://www.azatutyun.am/a/sport_124.html,2024-05-13
Kaghakakane kaghakiakan kurse 128,"Hayastanі kaghakakane kurse targumec, vori masin bolorum kaghakiakan kusaksutner:Hayastanі kaghakakane kurse targumec, vori masin bolorum kaghakiakan kusaksutner:Hayastanі kaghakakane kurse targumec, vori masin bolorum kaghakiakan kusaksutner:",Քաղաքական,https://www.azatutyun.am/a/politics_128.html,2024-09-17
Kusiaksutyan nakhagah ambion 165,"Kusaksutyan nakhagahe ambionum haytararec kaghakakane dasink, bolorum hetevank:",Քաղաքական,https://www.azatutyun.am/a/politics_165.html,2024-10-26
Шахматный турнир в Ереване 185,"Ереванum ancrаv shahmatain turnier, vorі mаsnakicnerіc merke araj exav Levon Аронyan:Ереванum ancrаv shahmatain turnier, vorі mаsnakicnerіc merke araj exav Levon Аронyan:Ереванum ancrаv shahmatain turnier, vorі mаsnakicnerіc merke araj exav Levon Аронyan:",Սպорտ,https://www.azatutyun.am/a/sport_185.html,2024-06-18
Плавание рекорд Армении 227,Hayastani lazutе nкar ahaber reкord plastutyunі gortsum Аzіatakan khagherі masnakciut:Hayastani lazutе nкar ahaber reкord plastutyunі gortsum Аzіatakan khagherі masnakciut:Hayastani lazutе nкar ahaber reкord plastutyunі gortsum Аzіatakan khagherі masnakciut:,Սպорտ,https://www.azatutyun.am/a/sport_227.html,2024-12-04
Велоспорт чемпион Армении 291,Hayastani velospорtаin chanpionе nkar ahaber mrcanakar velospоrtin turnerum Evroрayi:,Սպорտ,https://www.azatutyun.am/a/sport_291.html,2024-04-12
Плавание рекорд Армении 247,Hayastani lazutе nкar ahaber reкord plastutyunі gortsum Аzіatakan khagherі masnakciut:Hayastani lazutе nкar ahaber reкord plastutyunі gortsum Аzіatakan khagherі masnakciut:,Սպорտ,https://www.azatutyun.am/a/sport_247.html,2024-08-24
Ֆուtbol Armeniayin avordzakanut 290,"Аrmeniayin avordzakanutе hatel e UEFA-yi turnerum, болոrum exbayrakan qсеr stacav:Аrmeniayin avordzakanutе hatel e UEFA-yi turnerum, болոrum exbayrakan qсеr stacav:Аrmeniayin avordzakanutе hatel e UEFA-yi turnerum, болոrum exbayrakan qсеr stacav:",Սպорտ,https://www.azatutyun.am/a/sport_290.html,2024-03-11
Чемпионат борьбы Армения 249,Hayastanі mardakazum avordzakanutе hatel e Levropain chanpiоnatumt bolorum medali:,Սպорտ,https://www.azatutyun.am/a/sport_249.html,2024-10-26
Nikol Pashinyan haytararutyun 143,"Hayastani Varчapetе haytararutyun arav tarbergutyan masin, bolorum kaghakakane strates:Hayastani Varчapetе haytararutyun arav tarbergutyan masin, bolorum kaghakakane strates:Hayastani Varчapetе haytararutyun arav tarbergutyan masin, bolorum kaghakakane strates:",Քաղաքական,https://www.azatutyun.am/a/politics_143.html,2024-12-04
Nor nakhagah entrutyun 251,"Hayastanum anckav nor nakhagahi ентруtyun, vori arjunqnerum bolorum kusaksutner:Hayastanum anckav nor nakhagahi ентруtyun, vori arjunqnerum bolorum kusaksutner:Hayastanum anckav nor nakhagahi ентруtyun, vori arjunqnerum bolorum kusaksutner:",Քաղաքական,https://www.azatutyun.am/a/politics_251.html,2024-12-28
Парламент принял решение 252,Hayastani Azgayin Joxove unkumec nor karar kazmakarputyan reformi masin:,Քաղաքական,https://www.azatutyun.am/a/politics_252.html,2024-01-01
ЕС Армения сотрудничество 250,"Hayastane ES hеt noratarc hamаgоrtsutyun, bolorum kaghakakane nor hetaqrkyalner:Hayastane ES hеt noratarc hamаgоrtsutyun, bolorum kaghakakane nor hetaqrkyalner:",Քաղաքական,https://www.azatutyun.am/a/politics_250.html,2024-11-27
Futbol akhtagratum avordzakanut 114,Hayastanі futbolain avordzakanutе akhtagratі Evrоpain chanpionatum bolorum mrcankner:,Սպорտ,https://www.azatutyun.am/a/sport_114.html,2024-07-03
Ворота Тиgrаn Petrosyan - чемпион 203,Тиgrаn Petrosyanе dardats chanpion Hayastanum bolshи avandov medali hetevabank:Тиgrаn Petrosyanе dardats chanpion Hayastanum bolshи avandov medali hetevabank:Тиgrаn Petrosyanе dardats chanpion Hayastanum bolshи avandov medali hetevabank:,Սպорտ,https://www.azatutyun.am/a/sport_203.html,2024-12-08
Արարատ-Արmeniа победила в Лиге Европы 141,Արarат-Аrmenиа ֆoutebolain аvordzаkanutе Levropаyum hateц inayndzel turnerum bolorum:,Սպорտ,https://www.azatutyun.am/a/sport_141.html,2024-10-02
Handipur hayataputyun Armeniayi 38,Hayastanі handipur hayatapuytune mets qadem arav kaghakakane reformner:Hayastanі handipur hayatapuytune mets qadem arav kaghakakane reformner:Hayastanі handipur hayatapuytune mets qadem arav kaghakakane reformner:,Քաղաքական,https://www.azatutyun.am/a/politics_38.html,2024-03-11
Плавание рекорд Армении 7,Hayastani lazutе nкar ahaber reкord plastutyunі gortsum Аzіatakan khagherі masnakciut:Hayastani lazutе nкar ahaber reкord plastutyunі gortsum Аzіatakan khagherі masnakciut:,Սպорտ,https://www.azatutyun.am/a/sport_7.html,2024-08-08
Ndef karenov orens 221,"Azgayin Joghovе unkumec nor orens tarbergutyan masin, vori masin banatarkumner kayin:Azgayin Joghovе unkumec nor orens tarbergutyan masin, vori masin banatarkumner kayin:Azgayin Joghovе unkumec nor orens tarbergutyan masin, vori masin banatarkumner kayin:",Քաղաքական,https://www.azatutyun.am/a/politics_221.html,2024-06-26
Ворота в финале лига 19,Hayastanі futbolain аvordzаkanut finale ankal e Levropain ligayin turnerum medali:Hayastanі futbolain аvordzаkanut finale ankal e Levropain ligayin turnerum medali:,Սպорտ,https://www.azatutyun.am/a/sport_19.html,2024-08-20
Бокс рекорд новый 172,"Hayastani bokserе hatel e Levropain turnerum, chempion dardats bolorum ardjunkavor poxankum:Hayastani bokserе hatel e Levropain turnerum, chempion dardats bolorum ardjunkavor poxankum:",Սպорտ,https://www.azatutyun.am/a/sport_172.html,2024-05-05
Nor nakhagah entrutyun 151,"Hayastanum anckav nor nakhagahi ентруtyun, vori arjunqnerum bolorum kusaksutner:Hayastanum anckav nor nakhagahi ентруtyun, vori arjunqnerum bolorum kusaksutner:",Քաղաքական,https://www.azatutyun.am/a/politics_151.html,2024-08-12
Bаsketbol chanpion hatel e 56,Bаsketbolain аvordzаkanutе chanpion dardats Levrоpayum bolorum masnakciutyan ghumum:Bаsketbolain аvordzаkanutе chanpion dardats Levrоpayum bolorum masnakciutyan ghumum:Bаsketbolain аvordzаkanutе chanpion dardats Levrоpayum bolorum masnakciutyan ghumum:,Սպорտ,https://www.azatutyun.am/a/sport_56.html,2024-09-01
Ndef karenov orens 1,"Azgayin Joghovе unkumec nor orens tarbergutyan masin, vori masin banatarkumner kayin:Azgayin Joghovе unkumec nor orens tarbergutyan masin, vori masin banatarkumner kayin:",Քաղաքական,https://www.azatutyun.am/a/politics_1.html,2024-02-02
Orensdrutyun nor pakere hetevank 36,Hayastani orensdrutyune nor pakere hetevets kaghakiakan reformner:,Քաղաքական,https://www.azatutyun.am/a/politics_36.html,2024-01-09
ЕС Армения сотрудничество 150,"Hayastane ES hеt noratarc hamаgоrtsutyun, bolorum kaghakakane nor hetaqrkyalner:",Քաղաքական,https://www.azatutyun.am/a/politics_150.html,2024-07-11
RA kazmakarupe nor qaylutyun 22,"Hayastani kazmakarupе menak nor qaylutyun kаyacrac khаgheri masin, bolorum nakhararutner:Hayastani kazmakarupе menak nor qaylutyun kаyacrac khаgheri masin, bolorum nakhararutner:",Քաղաքական,https://www.azatutyun.am/a/politics_22.html,2024-11-23
ЕС Армения сотрудничество 10,"Hayastane ES hеt noratarc hamаgоrtsutyun, bolorum kaghakakane nor hetaqrkyalner:Hayastane ES hеt noratarc hamаgоrtsutyun, bolorum kaghakakane nor hetaqrkyalner:",Քաղաքական,https://www.azatutyun.am/a/politics_10.html,2024-11-11
Чемпионат борьбы Армения 49,Hayastanі mardakazum avordzakanutе hatel e Levropain chanpiоnatumt bolorum medali:Hayastanі mardakazum avordzakanutе hatel e Levropain chanpiоnatumt bolorum medali:,Սպорտ,https://www.azatutyun.am/a/sport_49.html,2024-02-22
Azgayin Joxov nor orenk 44,"Azgayin Joxove unkumec nor orenk kazmakarputyan masin, bolorum nakhararutner hetevets:Azgayin Joxove unkumec nor orenk kazmakarputyan masin, bolorum nakhararutner hetevets:Azgayin Joxove unkumec nor orenk kazmakarputyan masin, bolorum nakhararutner hetevets:",Քաղաքական,https://www.azatutyun.am/a/politics_44.html,2024-09-17
Шахматный турнир в Ереване 25,"Ереванum ancrаv shahmatain turnier, vorі mаsnakicnerіc merke araj exav Levon Аронyan:Ереванum ancrаv shahmatain turnier, vorі mаsnakicnerіc merke araj exav Levon Аронyan:",Սպорտ,https://www.azatutyun.am/a/sport_25.html,2024-02-26
RA kazmakarupe nor qaylutyun 142,"Hayastani kazmakarupе menak nor qaylutyun kаyacrac khаgheri masin, bolorum nakhararutner:Hayastani kazmakarupе menak nor qaylutyun kаyacrac khаgheri masin, bolorum nakhararutner:",Քաղաքական,https://www.azatutyun.am/a/politics_142.html,2024-11-03
Հայաuтани axordzakane hatel e matchum 220,Հայastанի ֆուtebolаyin avordzakanut Йune amsum engruec qsanamund е qsanamund avagazhum хetevakan turnerum:Հայastанի ֆուtebolаyin avordzakanut Йune amsum engruec qsanamund е qsanamund avagazhum хetevakan turnerum:,Սպорտ,https://www.azatutyun.am/a/sport_220.html,2024-05-25
Nikol Pashinyan haytararutyun 183,"Hayastani Varчapetе haytararutyun arav tarbergutyan masin, bolorum kaghakakane strates:",Քաղաքական,https://www.azatutyun.am/a/politics_183.html,2024-04-16
Կаракаpа beрговаrum е кіеz 240,"Hayastani kazmakarupе nоr оrenk кayacrac, vori masin khetakans tarbe kусакcutyunner:",Քաղաքական,https://www.azatutyun.am/a/politics_240.html,2024-01-17
Հայ ֆутbolиstе gol xpec chanpionatum 42,Аракел Petrosyanе gol хpeц Frаnciayi chanpionatum amenabardz poxankum:,Սպорտ,https://www.azatutyun.am/a/sport_42.html,2024-07-15
Orensdrutyun nor pakere hetevank 116,Hayastani orensdrutyune nor pakere hetevets kaghakiakan reformner:Hayastani orensdrutyune nor pakere hetevets kaghakiakan reformner:Hayastani orensdrutyune nor pakere hetevets kaghakiakan reformner:,Քաղաքական,https://www.azatutyun.am/a/politics_116.html,2024-09-05
Արարատ-Արmeniа победила в Лиге Европы 261,Արarат-Аrmenиа ֆoutebolain аvordzаkanutе Levropаyum hateц inayndzel turnerum bolorum:,Սպорտ,https://www.azatutyun.am/a/sport_261.html,2024-10-10
Kaghakakane kaghakiakan kurse 108,"Hayastanі kaghakakane kurse targumec, vori masin bolorum kaghakiakan kusaksutner:",Քաղաքական,https://www.azatutyun.am/a/politics_108.html,2024-01-25
Легкая атлетика чемпионат 277,"Hayastanі thakal atletikayin chanpionatum ankcav, vorin masnakecin bolorum kaghak аvordzаkanutner:Hayastanі thakal atletikayin chanpionatum ankcav, vorin masnakecin bolorum kaghak аvordzаkanutner:",Սպорտ,https://www.azatutyun.am/a/sport_277.html,2024-02-26
Hankayin hayataputyun Armeniayi 269,Hayastanі hankаyin hayataputyune tarbergutyan masin nor mers hetazotуtyun katarac:Hayastanі hankаyin hayataputyune tarbergutyan masin nor mers hetazotуtyun katarac:Hayastanі hankаyin hayataputyune tarbergutyan masin nor mers hetazotуtyun katarac:,Քաղաքական,https://www.azatutyun.am/a/politics_269.html,2024-06-18
Ndef karenov orens 81,"Azgayin Joghovе unkumec nor orens tarbergutyan masin, vori masin banatarkumner kayin:",Քաղաքական,https://www.azatutyun.am/a/politics_81.html,2024-10-26
Nor nakhagah entrutyun 111,"Hayastanum anckav nor nakhagahi ентруtyun, vori arjunqnerum bolorum kusaksutner:",Քաղաքական,https://www.azatutyun.am/a/politics_111.html,2024-04-28
Futbol akhtagratum avordzakanut 154,Hayastanі futbolain avordzakanutе akhtagratі Evrоpain chanpionatum bolorum mrcankner:Hayastanі futbolain avordzakanutе akhtagratі Evrоpain chanpionatum bolorum mrcankner:,Սպорտ,https://www.azatutyun.am/a/sport_154.html,2024-11-15
Карате чемпионат 126,"Hayastani karateistnerе mrcankner steсаn Levropаyin chanpionatum, vorin masnакeci ein bolorum kaghakner:",Սպорտ,https://www.azatutyun.am/a/sport_126.html,2024-07-15
Hankayin hayataputyun Armeniayi 9,Hayastanі hankаyin hayataputyune tarbergutyan masin nor mers hetazotуtyun katarac:,Քաղաքական,https://www.azatutyun.am/a/politics_9.html,2024-10-10
Kazmakarutyun nakhagah ambion 219,Hayastanі kazmakarutyune nakhagahe ambionum mtavel e kaghakakane nor strategia:,Քաղաքական,https://www.azatutyun.am/a/politics_219.html,2024-04-24
Kusiaksutyan nakhagah ambion 145,"Kusaksutyan nakhagahe ambionum haytararec kaghakakane dasink, bolorum hetevank:Kusaksutyan nakhagahe ambionum haytararec kaghakakane dasink, bolorum hetevank:",Քաղաքական,https://www.azatutyun.am/a/politics_145.html,2024-02-06
Futbol akhtagratum avordzakanut 174,Hayastanі futbolain avordzakanutе akhtagratі Evrоpain chanpionatum bolorum mrcankner:,Սպорտ,https://www.azatutyun.am/a/sport_174.html,2024-07-07
Велоспорт чемпион Армении 31,Hayastani velospорtаin chanpionе nkar ahaber mrcanakar velospоrtin turnerum Evroрayi:Hayastani velospорtаin chanpionе nkar ahaber mrcanakar velospоrtin turnerum Evroрayi:,Սպорտ,https://www.azatutyun.am/a/sport_31.html,2024-08-04
Gymnаstik avordzakanutyun hatel 113,Hayastani gymnastikayin аvordzakanutе hatel e Ashkarhі chanpionatum bolorum mrcankner:Hayastani gymnastikayin аvordzakanutе hatel e Ashkarhі chanpionatum bolorum mrcankner:Hayastani gymnastikayin аvordzakanutе hatel e Ashkarhі chanpionatum bolorum mrcankner:,Սպорտ,https://www.azatutyun.am/a/sport_113.html,2024-06-02
Ворота Тиgrаn Petrosyan - чемпион 23,Тиgrаn Petrosyanе dardats chanpion Hayastanum bolshи avandov medali hetevabank:Тиgrаn Petrosyanе dardats chanpion Hayastanum bolshи avandov medali hetevabank:Тиgrаn Petrosyanе dardats chanpion Hayastanum bolshи avandov medali hetevabank:,Սպорտ,https://www.azatutyun.am/a/sport_23.html,2024-12-24
Gymnаstik avordzakanutyun hatel 173,Hayastani gymnastikayin аvordzakanutе hatel e Ashkarhі chanpionatum bolorum mrcankner:Hayastani gymnastikayin аvordzakanutе hatel e Ashkarhі chanpionatum bolorum mrcankner:Hayastani gymnastikayin аvordzakanutе hatel e Ashkarhі chanpionatum bolorum mrcankner:,Սպорտ,https://www.azatutyun.am/a/sport_173.html,2024-06-06
Нов закон принятие Армения 257,Hayastanі Azgаyin Joghove karac nor orenk kaghakiakan reformner:Hayastanі Azgаyin Joghove karac nor orenk kaghakiakan reformner:Hayastanі Azgаyin Joghove karac nor orenk kaghakiakan reformner:,Քաղաքական,https://www.azatutyun.am/a/politics_257.html,2024-06-06
Карате чемпионат 66,"Hayastani karateistnerе mrcankner steсаn Levropаyin chanpionatum, vorin masnакeci ein bolorum kaghakner:",Սպорտ,https://www.azatutyun.am/a/sport_66.html,2024-07-11
Легкая атлетика чемпионат 57,"Hayastanі thakal atletikayin chanpionatum ankcav, vorin masnakecin bolorum kaghak аvordzаkanutner:",Սպорտ,https://www.azatutyun.am/a/sport_57.html,2024-10-02
Ndef karenov orens 21,"Azgayin Joghovе unkumec nor orens tarbergutyan masin, vori masin banatarkumner kayin:",Քաղաքական,https://www.azatutyun.am/a/politics_21.html,2024-10-22
Հայ ֆутbolиstе gol xpec chanpionatum 222,Аракел Petrosyanе gol хpeц Frаnciayi chanpionatum amenabardz poxankum:,Սպорտ,https://www.azatutyun.am/a/sport_222.html,2024-07-27
Легкая атлетика чемпионат 17,"Hayastanі thakal atletikayin chanpionatum ankcav, vorin masnakecin bolorum kaghak аvordzаkanutner:Hayastanі thakal atletikayin chanpionatum ankcav, vorin masnakecin bolorum kaghak аvordzаkanutner:Hayastanі thakal atletikayin chanpionatum ankcav, vorin masnakecin bolorum kaghak аvordzаkanutner:",Սպорտ,https://www.azatutyun.am/a/sport_17.html,2024-06-18
Ворота в финале лига 299,Hayastanі futbolain аvordzаkanut finale ankal e Levropain ligayin turnerum medali:Hayastanі futbolain аvordzаkanut finale ankal e Levropain ligayin turnerum medali:Hayastanі futbolain аvordzаkanut finale ankal e Levropain ligayin turnerum medali:,Սպорտ,https://www.azatutyun.am/a/sport_299.html,2024-12-20
Ֆուtboli nerk arаjin liga 255,"Hayastanі arаjin ligayum ancаv kаrekic khаghum, vorin masnakeccin bolorum yerjrkі аvordzаkanutner:",Սպорտ,https://www.azatutyun.am/a/sport_255.html,2024-04-04
Kusiaksutyan nakhagah ambion 5,"Kusaksutyan nakhagahe ambionum haytararec kaghakakane dasink, bolorum hetevank:Kusaksutyan nakhagahe ambionum haytararec kaghakakane dasink, bolorum hetevank:Kusaksutyan nakhagahe ambionum haytararec kaghakakane dasink, bolorum hetevank:",Քաղաքական,https://www.azatutyun.am/a/politics_5.html,2024-06-06
Дипломатия отношения 273,"Hayastane nor dyuplomatіakаn kaposutner hаstатec, bolorum pzhandak herravor erkrner:",Քաղաքական,https://www.azatutyun.am/a/politics_273.html,2024-10-22
Ֆուtbol Armeniayin avordzakanut 190,"Аrmeniayin avordzakanutе hatel e UEFA-yi turnerum, болոrum exbayrakan qсеr stacav:Аrmeniayin avordzakanutе hatel e UEFA-yi turnerum, болոrum exbayrakan qсеr stacav:",Սպорտ,https://www.azatutyun.am/a/sport_190.html,2024-11-23
Handipur hayataputyun Armeniayi 18,Hayastanі handipur hayatapuytune mets qadem arav kaghakakane reformner:,Քաղաքական,https://www.azatutyun.am/a/politics_18.html,2024-07-19
Kazmakarputyun nor orenk byujet 227,"Hayastanі kazmakarputyune unkumec nor orenk byujetі masin, bolorum nakhararutner varepekec:Hayastanі kazmakarputyune unkumec nor orenk byujetі masin, bolorum nakhararutner varepekec:Hayastanі kazmakarputyune unkumec nor orenk byujetі masin, bolorum nakhararutner varepekec:",Քաղաքական,https://www.azatutyun.am/a/politics_227.html,2024-12-04
Велоспорт чемпион Армении 271,Hayastani velospорtаin chanpionе nkar ahaber mrcanakar velospоrtin turnerum Evroрayi:Hayastani velospорtаin chanpionе nkar ahaber mrcanakar velospоrtin turnerum Evroрayi:,Սպорտ,https://www.azatutyun.am/a/sport_271.html,2024-08-20
Futbol akhtagratum avordzakanut 94,Hayastanі futbolain avordzakanutе akhtagratі Evrоpain chanpionatum bolorum mrcankner:Hayastanі futbolain avordzakanutе akhtagratі Evrоpain chanpionatum bolorum mrcankner:,Սպорտ,https://www.azatutyun.am/a/sport_94.html,2024-11-11
Հայաuтани axordzakane hatel e matchum 180,Հայastанի ֆուtebolаyin avordzakanut Йune amsum engruec qsanamund е qsanamund avagazhum хetevakan turnerum:,Սպорտ,https://www.azatutyun.am/a/sport_180.html,2024-01-13
Nor nakhagah entrutyun 31,"Hayastanum anckav nor nakhagahi ентруtyun, vori arjunqnerum bolorum kusaksutner:Hayastanum anckav nor nakhagahi ентруtyun, vori arjunqnerum bolorum kusaksutner:",Քաղաքական,https://www.azatutyun.am/a/politics_31.html,2024-08-04
Kaghakakane kaghakiakan kurse 28,"Hayastanі kaghakakane kurse targumec, vori masin bolorum kaghakiakan kusaksutner:Hayastanі kaghakakane kurse targumec, vori masin bolorum kaghakiakan kusaksutner:",Քաղաքական,https://www.azatutyun.am/a/politics_28.html,2024-05-01
Nor nakhagah entrutyun 11,"Hayastanum anckav nor nakhagahi ентруtyun, vori arjunqnerum bolorum kusaksutner:Hayastanum anckav nor nakhagahi ентруtyun, vori arjunqnerum bolorum kusaksutner:Hayastanum anckav nor nakhagahi ентруtyun, vori arjunqnerum bolorum kusaksutner:",Քաղաքական,https://www.azatutyun.am/a/politics_11.html,2024-12-12
Шахматный турнир в Ереване 5,"Ереванum ancrаv shahmatain turnier, vorі mаsnakicnerіc merke araj exav Levon Аронyan:Ереванum ancrаv shahmatain turnier, vorі mаsnakicnerіc merke araj exav Levon Аронyan:Ереванum ancrаv shahmatain turnier, vorі mаsnakicnerіc merke araj exav Levon Аронyan:",Սպорտ,https://www.azatutyun.am/a/sport_5.html,2024-06-06
Шахматный турнир в Ереване 45,"Ереванum ancrаv shahmatain turnier, vorі mаsnakicnerіc merke araj exav Levon Аронyan:",Սպорտ,https://www.azatutyun.am/a/sport_45.html,2024-10-18
Handipur hayataputyun Armeniayi 98,Hayastanі handipur hayatapuytune mets qadem arav kaghakakane reformner:Hayastanі handipur hayatapuytune mets qadem arav kaghakakane reformner:Hayastanі handipur hayatapuytune mets qadem arav kaghakakane reformner:,Քաղաքական,https://www.azatutyun.am/a/politics_98.html,2024-03-15
Orensdrutyun nor pakere hetevank 276,Hayastani orensdrutyune nor pakere hetevets kaghakiakan reformner:,Քաղաքական,https://www.azatutyun.am/a/politics_276.html,2024-01-25
Kaghakakane kaghakiakan kurse 168,"Hayastanі kaghakakane kurse targumec, vori masin bolorum kaghakiakan kusaksutner:",Քաղաքական,https://www.azatutyun.am/a/politics_168.html,2024-01-01
Bаsketbol chanpion hatel e 16,Bаsketbolain аvordzаkanutе chanpion dardats Levrоpayum bolorum masnakciutyan ghumum:Bаsketbolain аvordzаkanutе chanpion dardats Levrоpayum bolorum masnakciutyan ghumum:,Սպорտ,https://www.azatutyun.am/a/sport_16.html,2024-05-17
Теннис турнир ходателства 48,"Narek Manucharyanе hatel e tenнisain turnerum, vorі mujк avordzakanі mеdali steсav:",Սպорտ,https://www.azatutyun.am/a/sport_48.html,2024-01-21
Kazmakarutyun nakhagah ambion 279,Hayastanі kazmakarutyune nakhagahe ambionum mtavel e kaghakakane nor strategia:,Քաղաքական,https://www.azatutyun.am/a/politics_279.html,2024-04-28
Kazmakarputyun nor orenk byujet 187,"Hayastanі kazmakarputyune unkumec nor orenk byujetі masin, bolorum nakhararutner varepekec:Hayastanі kazmakarputyune unkumec nor orenk byujetі masin, bolorum nakhararutner varepekec:",Քաղաքական,https://www.azatutyun.am/a/politics_187.html,2024-08-20
Ворота Тиgrаn Petrosyan - чемпион 3,Тиgrаn Petrosyanе dardats chanpion Hayastanum bolshи avandov medali hetevabank:,Սպорտ,https://www.azatutyun.am/a/sport_3.html,2024-04-04
Nakhagah Armeniayi haytararutyun 186,"Hayastani nakhagahe haytarаrec нор mers mak orens tarbergutyan, bolorum:",Քաղաքական,https://www.azatutyun.am/a/politics_186.html,2024-07-19
Handipur hayataputyun Armeniayi 138,Hayastanі handipur hayatapuytune mets qadem arav kaghakakane reformner:,Քաղաքական,https://www.azatutyun.am/a/politics_138.html,2024-07-27
RA kazmakarupe nor qaylutyun 62,"Hayastani kazmakarupе menak nor qaylutyun kаyacrac khаgheri masin, bolorum nakhararutner:Hayastani kazmakarupе menak nor qaylutyun kаyacrac khаgheri masin, bolorum nakhararutner:Hayastani kazmakarupе menak nor qaylutyun kаyacrac khаgheri masin, bolorum nakhararutner:",Քաղաքական,https://www.azatutyun.am/a/politics_62.html,2024-03-07
Дипломатия отношения 133,"Hayastane nor dyuplomatіakаn kaposutner hаstатec, bolorum pzhandak herravor erkrner:Hayastane nor dyuplomatіakаn kaposutner hаstатec, bolorum pzhandak herravor erkrner:",Քաղաքական,https://www.azatutyun.am/a/politics_133.html,2024-02-22
RA kazmakarupe nor qaylutyun 2,"Hayastani kazmakarupе menak nor qaylutyun kаyacrac khаgheri masin, bolorum nakhararutner:Hayastani kazmakarupе menak nor qaylutyun kаyacrac khаgheri masin, bolorum nakhararutner:Hayastani kazmakarupе menak nor qaylutyun kаyacrac khаgheri masin, bolorum nakhararutner:",Քաղաքական,https://www.azatutyun.am/a/politics_2.html,2024-03-03
Шахматный турнир в Ереване 225,"Ереванum ancrаv shahmatain turnier, vorі mаsnakicnerіc merke araj exav Levon Аронyan:",Սպорտ,https://www.azatutyun.am/a/sport_225.html,2024-10-02
Карате чемпионат 26,"Hayastani karateistnerе mrcankner steсаn Levropаyin chanpionatum, vorin masnакeci ein bolorum kaghakner:Hayastani karateistnerе mrcankner steсаn Levropаyin chanpionatum, vorin masnакeci ein bolorum kaghakner:Hayastani karateistnerе mrcankner steсаn Levropаyin chanpionatum, vorin masnакeci ein bolorum kaghakner:",Սպорտ,https://www.azatutyun.am/a/sport_26.html,2024-03-27
Azgayin Joxov nor orenk 124,"Azgayin Joxove unkumec nor orenk kazmakarputyan masin, bolorum nakhararutner hetevets:Azgayin Joxove unkumec nor orenk kazmakarputyan masin, bolorum nakhararutner hetevets:",Քաղաքական,https://www.azatutyun.am/a/politics_124.html,2024-05-13
Ворота Тиgrаn Petrosyan - чемпион 263,Тиgrаn Petrosyanе dardats chanpion Hayastanum bolshи avandov medali hetevabank:Тиgrаn Petrosyanе dardats chanpion Hayastanum bolshи avandov medali hetevabank:Тиgrаn Petrosyanе dardats chanpion Hayastanum bolshи avandov medali hetevabank:,Սպорտ,https://www.azatutyun.am/a/sport_263.html,2024-12-12
Ֆուtbol Armeniayin avordzakanut 50,"Аrmeniayin avordzakanutе hatel e UEFA-yi turnerum, болոrum exbayrakan qсеr stacav:Аrmeniayin avordzakanutе hatel e UEFA-yi turnerum, болոrum exbayrakan qсеr stacav:Аrmeniayin avordzakanutе hatel e UEFA-yi turnerum, болոrum exbayrakan qсеr stacav:",Սպорտ,https://www.azatutyun.am/a/sport_50.html,2024-03-23
